1.300e+01, 0.000e+00, 2.189e+01
1.404e+01, 0.000e+00, 2.171e+01
1.497e+01, 0.000e+00, 2.149e+01
1.600e+01, 0.000e+00, 2.116e+01
1.689e+01, 0.000e+00, 2.078e+01
1.762e+01, 0.000e+00, 2.043e+01
1.832e+01, 0.000e+00, 1.985e+01
1.895e+01, 0.000e+00, 1.937e+01
1.956e+01, 0.000e+00, 1.874e+01
2.004e+01, 0.000e+00, 1.806e+01
2.047e+01, 0.000e+00, 1.743e+01
2.087e+01, 0.000e+00, 1.677e+01
2.117e+01, 0.000e+00, 1.609e+01
2.145e+01, 0.000e+00, 1.544e+01
2.163e+01, 0.000e+00, 1.460e+01
2.178e+01, 0.000e+00, 1.385e+01
2.190e+01, 0.000e+00, 1.294e+01
2.190e+01, 0.000e+00, 1.218e+01
2.180e+01, 0.000e+00, 1.110e+01
2.152e+01, 0.000e+00, 1.007e+01
2.122e+01, 0.000e+00, 8.982e+00
2.069e+01, 0.000e+00, 8.024e+00
2.019e+01, 0.000e+00, 7.268e+00
1.971e+01, 0.000e+00, 6.612e+00
1.908e+01, 0.000e+00, 5.907e+00
1.830e+01, 0.000e+00, 5.150e+00
1.744e+01, 0.000e+00, 4.571e+00
1.646e+01, 0.000e+00, 4.092e+00
1.517e+01, 0.000e+00, 3.537e+00
1.381e+01, 0.000e+00, 3.209e+00
1.253e+01, 0.000e+00, 3.109e+00
1.121e+01, 0.000e+00, 3.285e+00
1.003e+01, 0.000e+00, 3.512e+00
9.097e+00, 0.000e+00, 3.789e+00
8.038e+00, 0.000e+00, 4.268e+00
7.005e+00, 0.000e+00, 4.873e+00
6.148e+00, 0.000e+00, 5.554e+00
5.543e+00, 0.000e+00, 6.159e+00
4.963e+00, 0.000e+00, 6.915e+00
4.358e+00, 0.000e+00, 7.822e+00
3.803e+00, 0.000e+00, 8.806e+00
3.400e+00, 0.000e+00, 1.002e+01
3.123e+00, 0.000e+00, 1.150e+01
3.098e+00, 0.000e+00, 1.302e+01
3.198e+00, 0.000e+00, 1.425e+01
3.627e+00, 0.000e+00, 1.541e+01
4.005e+00, 0.000e+00, 1.654e+01
4.585e+00, 0.000e+00, 1.750e+01
5.114e+00, 0.000e+00, 1.838e+01
5.719e+00, 0.000e+00, 1.912e+01
6.551e+00, 0.000e+00, 1.977e+01
7.458e+00, 0.000e+00, 2.043e+01
8.316e+00, 0.000e+00, 2.085e+01
9.147e+00, 0.000e+00, 2.138e+01
1.008e+01, 0.000e+00, 2.164e+01
1.101e+01, 0.000e+00, 2.191e+01
1.205e+01, 0.000e+00, 2.196e+01
5.190e+00, 0.000e+00, 1.191e+01
5.946e+00, 0.000e+00, 1.206e+01
6.677e+00, 0.000e+00, 1.206e+01
1.825e+01, 0.000e+00, 1.218e+01
1.908e+01, 0.000e+00, 1.226e+01
1.991e+01, 0.000e+00, 1.198e+01
6.097e+00, 0.000e+00, 1.123e+01
6.349e+00, 0.000e+00, 1.047e+01
6.652e+00, 0.000e+00, 9.688e+00
7.080e+00, 0.000e+00, 8.881e+00
7.635e+00, 0.000e+00, 8.301e+00
8.215e+00, 0.000e+00, 7.747e+00
8.895e+00, 0.000e+00, 7.167e+00
9.727e+00, 0.000e+00, 6.663e+00
1.071e+01, 0.000e+00, 6.285e+00
1.167e+01, 0.000e+00, 6.033e+00
1.293e+01, 0.000e+00, 6.033e+00
1.411e+01, 0.000e+00, 6.260e+00
1.502e+01, 0.000e+00, 6.486e+00
1.595e+01, 0.000e+00, 6.965e+00
1.684e+01, 0.000e+00, 7.495e+00
1.769e+01, 0.000e+00, 8.226e+00
1.837e+01, 0.000e+00, 9.285e+00
1.880e+01, 0.000e+00, 1.027e+01
1.908e+01, 0.000e+00, 1.125e+01
1.525e+01, 0.000e+00, 1.891e+01
1.595e+01, 0.000e+00, 1.806e+01
1.623e+01, 0.000e+00, 1.624e+01
1.600e+01, 0.000e+00, 1.445e+01
1.527e+01, 0.000e+00, 1.349e+01
1.439e+01, 0.000e+00, 1.483e+01
1.429e+01, 0.000e+00, 1.665e+01
1.459e+01, 0.000e+00, 1.811e+01
1.021e+01, 0.000e+00, 1.889e+01
1.099e+01, 0.000e+00, 1.715e+01
1.096e+01, 0.000e+00, 1.508e+01
1.005e+01, 0.000e+00, 1.344e+01
9.198e+00, 0.000e+00, 1.511e+01
9.122e+00, 0.000e+00, 1.702e+01
9.450e+00, 0.000e+00, 1.821e+01
1.089e+01, 0.000e+00, 1.808e+01
1.109e+01, 0.000e+00, 1.619e+01
9.047e+00, 0.000e+00, 1.622e+01
